Ship Length,Engine Mass,Engine Power,DWT,no. of engines,Vessel speed,Cavitation Speed,Froude's No.,Block Coefficient,MMSI,TIMESTAMP,LAT,LON,NAV_STATUS,SOG,COG,HEADING,RATE_OF_TURN,POSITION_ACCURACY,LENGTH
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,564512000,26/04/2018_11:26:55,9.408598,72.04108,Under way using engine,21,113.3,114,0,HIGH QUALITY,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,355233000,26/04/2018_11:26:55,9.578667,75.1535,Under way using engine,19.6,138,135,3,LOW QUALITY,
278,293.5634699,19570.89799,202737.6074,1,0.1,9,0.136792654,0.889971077,566202000,26/04/2018_11:26:55,10.32935,74.53152,Under way using engine,11.9,141,142,0,HIGH QUALITY,
70,11.11241561,740.8277073,1493.117592,1,3.1,9,0.272606467,0.888636069,352357000,26/04/2018_11:26:55,9.183178,75.37704,Under way using engine,16.5,321.1,323,0,HIGH QUALITY,
241,211.2518117,14083.45411,123760.4733,1,12.3,9,0.146918556,0.889887679,419758000,26/04/2018_11:26:56,5.818362,80.67107,Under way using engine,12.2,269.1,265,5,HIGH QUALITY,
228,185.8080563,12387.20375,102088.8023,1,0.1,9,0.151048964,0.889853032,419045000,26/04/2018_11:26:56,9.923734,76.1484,Under way using engine,0,335,511,-128,HIGH QUALITY,
62,8.240426732,549.3617821,953.4674075,1,2.1,9,0.289660535,0.888427929,636012594,26/04/2018_11:26:56,13.11129,71.62851,Under way using engine,12.9,137.7,137,0,LOW QUALITY,
52,5.32510227,355.006818,495.3055885,1,0.4,9,0.316288573,0.888079526,563876000,26/04/2018_11:26:56,9.056084,73.19373,Under way using engine,16.6,130,130,0,LOW QUALITY,
240,209.2310216,13948.73477,121988.9271,1,12.2,9,0.147224319,0.889885127,636015665,26/04/2018_11:26:56,22.63215,69.46149,Under way using engine,19.2,252,252,-5,HIGH QUALITY,
111,34.03625289,2269.083526,8003.75731,1,9.1,9,0.216482944,0.889250036,419001210,26/04/2018_11:26:57,12.896,74.65012,Under way using engine,0.5,74.1,511,-128,LOW QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,563364000,26/04/2018_11:26:57,22.58773,69.26577,Under way using engine,11.3,112.1,110,0,HIGH QUALITY,
146,65.41302545,4360.868363,21324.44089,1,11.4,9,0.188759469,0.889518653,432722000,26/04/2018_11:26:57,14.40683,70.0691,Under way using engine,20.6,133.2,132,0,LOW QUALITY,
175,100.2607538,6684.050253,40464.83247,1,11.8,9,0.172411468,0.889667741,538003960,26/04/2018_11:26:57,6.083903,79.62399,Under way using engine,11.4,305.7,307,0,HIGH QUALITY,
128,47.85620189,3190.413459,13344.08011,1,0.1,9,0.201595201,0.889396855,566069000,26/04/2018_11:26:57,20.51,69.42674,Under way using engine,11.6,341,338,0,HIGH QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,3450,26/04/2018_11:26:58,22.5725,69.78637,Under way using engine,0.5,326.4,511,-128,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,357533000,26/04/2018_11:26:58,8.716338,76.08611,Under way using engine,12.7,332.3,335,0,LOW QUALITY,
179,105.7186097,7047.907313,43813.55204,1,0.1,9,0.170474199,0.889684979,636014598,26/04/2018_11:26:58,10.31438,74.59658,Under way using engine,13.1,340,339,0,HIGH QUALITY,
199,135.4284091,9028.560607,63525.18868,1,6.9,9,0.161680869,0.889762116,563025600,26/04/2018_11:26:59,11.00064,65.11961,Under way using engine,14.9,103.1,103,0,LOW QUALITY,
128,47.85620189,3190.413459,13344.08011,1,5.5,9,0.201595201,0.889396855,370313000,26/04/2018_11:26:59,24.03139,61.97163,Under way using engine,14.9,292.9,291,0,HIGH QUALITY,
39,2.585651111,172.3767407,167.5854015,1,0.2,9,0.365218586,0.887352551,477959200,26/04/2018_11:26:59,8.391586,71.84729,Under way using engine,18.9,288.9,291,0,HIGH QUALITY,
68,10.34816741,689.8778273,1341.765027,1,0.3,9,0.276586334,0.888588479,477896000,26/04/2018_11:26:59,8.387667,76.05666,Under way using engine,13.4,141,143,-10,HIGH QUALITY,
51,5.073306687,338.2204458,460.5936791,1,0.3,9,0.319374388,0.888037162,566737000,26/04/2018_11:27:00,20.4365,71.81556,Under way using engine,2.3,225.3,234,7,HIGH QUALITY,
64,8.91247548,594.165032,1072.454364,1,9.5,9,0.285098667,0.888484696,355284000,26/04/2018_11:27:00,7.4897,77.67765,Under way using engine,14.7,122,123,0,HIGH QUALITY,
228,185.8080563,12387.20375,102088.8023,1,0.1,9,0.151048964,0.889853032,419000712,26/04/2018_11:27:00,9.936546,76.29119,Under way using engine,1.6,171.5,511,-128,HIGH QUALITY,
70,11.11241561,740.8277073,1493.117592,1,1.5,9,0.272606467,0.888636069,357084000,26/04/2018_11:27:00,9.537683,75.68355,Under way using engine,13.2,336,338,0,HIGH QUALITY,
195,129.1613023,8610.753487,59167.05069,1,8.7,9,0.163330717,0.889747779,636016186,26/04/2018_11:27:00,6.947195,79.79594,Under way using engine,4.3,24,22,0,HIGH QUALITY,
228,185.8080563,12387.20375,102088.8023,1,12.5,9,0.151048964,0.889853032,636016892,26/04/2018_11:27:01,9.445971,71.70557,Under way using engine,12.3,282.5,283,-2,LOW QUALITY,
179,105.7186097,7047.907313,43813.55204,1,11.6,9,0.170474199,0.889684979,354520000,26/04/2018_11:27:01,12.20337,61.06279,Under way using engine,13.4,104,103,0,LOW QUALITY,
75,13.16068149,877.378766,1924.415591,1,0.1,9,0.263362868,0.888744383,538005256,26/04/2018_11:27:02,17.18709,66.03436,Under way using engine,16.1,143.9,143,0,HIGH QUALITY,
333,443.6120306,29574.13537,376605.165,1,11.3,9,0.124986486,0.890065638,419001182,26/04/2018_11:27:02,12.48292,60.2014,Under way using engine,13,181.9,180,0,LOW QUALITY,
183,111.3368498,7422.456653,47352.14884,1,7.8,9,0.168600799,0.889701563,463917000,26/04/2018_11:27:02,24.76848,67.3338,Under way using engine,0,229,511,-128,LOW QUALITY,
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,304010228,26/04/2018_11:27:02,9.63455,75.46111,Under way using engine,17.1,322.9,325,0,LOW QUALITY,
102,27.77305436,1851.536957,5899.521184,2,4.8,9,0.225831796,0.889154632,477399800,26/04/2018_11:27:02,22.31409,91.72404,At anchor,0.1,246,168,0,HIGH QUALITY,
330,434.5591709,28970.61139,365136.0205,1,9.2,9,0.125553321,0.890061163,370894000,26/04/2018_11:27:02,22.73817,69.69161,Under way using engine,0.1,350.7,271,0,LOW QUALITY,
52,5.32510227,355.006818,495.3055885,1,0.3,9,0.316288573,0.888079526,538006317,26/04/2018_11:27:03,9.068064,75.85164,Under way using engine,13.5,153.8,152,-5,HIGH QUALITY,
200,137.0207776,9134.718507,64648.87033,1,15.2,9,0.161276161,0.889765623,351247000,26/04/2018_11:27:04,14.5509,70.13944,Under way using engine,12.3,134.7,133,0,LOW QUALITY,
92,21.64418334,1442.945556,4058.757505,2,0.2,9,0.237788726,0.889028814,419171000,26/04/2018_11:27:06,22.52073,68.74861,Under way using engine,5,337.4,511,-128,LOW QUALITY,
147,66.47854532,4431.903021,21847.59116,1,11,9,0.188116334,0.889524644,419762000,26/04/2018_11:27:06,12.75345,74.51867,Under way using engine,11.8,340.9,343,0,LOW QUALITY,
67,9.97769946,665.179964,1270.360338,1,6.7,9,0.278642766,0.888563658,351126000,26/04/2018_11:27:07,12.78382,67.92745,Under way using engine,19.3,309,312,0,LOW QUALITY,
46,3.918878198,261.2585465,312.6971671,1,0.6,9,0.336284041,0.887797101,374604000,26/04/2018_11:27:07,7.845603,62.83205,Under way using engine,0.6,248.9,327,0,LOW QUALITY,
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,357737000,26/04/2018_11:27:08,12.96578,71.83012,Under way using engine,16.4,315,316,0,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,0.3,9,0.16546585,0.889729133,352357000,26/04/2018_11:27:08,9.183918,75.37646,Under way using engine,16.6,321.2,323,0,HIGH QUALITY,
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,235111726,26/04/2018_11:27:08,10.65123,64.67189,Under way using engine,12.7,289.5,291,0,HIGH QUALITY,
66,9.614953251,640.9968834,1201.716611,1,0.4,9,0.28074576,0.888538111,563876000,26/04/2018_11:27:08,9.055317,73.19461,Under way using engine,16.6,130,129,0,LOW QUALITY,
35,1.965113063,131.0075375,111.0356943,1,0.2,9,0.385523762,0.887011995,538007004,26/04/2018_11:27:08,20.55002,70.32999,Under way using engine,13.4,114,112,0,HIGH QUALITY,
180,107.108104,7140.540267,44680.16785,1,5.7,9,0.17,0.889689184,636018525,26/04/2018_11:27:09,7.416477,77.51617,Under way using engine,17.1,116.5,115,0,LOW QUALITY,
40,2.75652947,183.7686313,184.4697922,1,0.1,9,0.360624458,0.887426191,219018864,26/04/2018_11:27:10,8.875134,73.11515,Under way using engine,18.4,284.5,287,0,LOW QUALITY,
64,8.91247548,594.165032,1072.454364,1,2.2,9,0.285098667,0.888484696,357867000,26/04/2018_11:27:10,13.15771,84.74379,Under way using engine,13.7,16.4,15,0,HIGH QUALITY,
69,10.72639402,715.0929347,1415.995646,1,0.1,9,0.27457477,0.888612605,419098700,26/04/2018_11:27:10,14.25193,80.12027,default,0,278.6,511,-128,LOW QUALITY,
71,11.50626795,767.08453,1573.196688,1,1.4,9,0.270679895,0.888658897,538005464,26/04/2018_11:27:10,13.39077,73.97467,Under way using engine,10.6,342,344,0,HIGH QUALITY,
278,293.5634699,19570.89799,202737.6074,1,0.1,9,0.136792654,0.889971077,431318000,26/04/2018_11:27:10,20.932,66.0335,Under way using engine,12.6,134,135,0,LOW QUALITY,
64,8.91247548,594.165032,1072.454364,1,0.4,9,0.285098667,0.888484696,477959200,26/04/2018_11:27:11,8.391976,71.84621,Under way using engine,18.9,289,291,0,HIGH QUALITY,
186,115.6562355,7710.4157,50134.29093,1,0.3,9,0.167235588,0.889713598,563025600,26/04/2018_11:27:11,11.00044,65.12044,Under way using engine,14.9,103.3,103,0,LOW QUALITY,
192,124.5681608,8304.544053,56039.1936,1,0.1,9,0.164601792,0.889736691,477752300,26/04/2018_11:27:12,7.837372,77.22883,Under way using engine,16.6,298,301,7,HIGH QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,235087726,26/04/2018_11:27:12,8.373002,75.45921,Under way using engine,15.4,152.4,152,0,LOW QUALITY,
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,352548000,26/04/2018_11:27:12,7.529168,76.06534,Under way using engine,15.9,294.1,294,0,HIGH QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,511126000,26/04/2018_11:27:13,8.376291,76.99159,Under way using engine,0.1,193,511,-128,LOW QUALITY,
82,16.36518623,1091.012415,2668.472465,1,0.1,9,0.251871047,0.888874877,538004575,26/04/2018_11:27:13,9.464167,75.386,Under way using engine,12.5,329,332,5,LOW QUALITY,
180,107.108104,7140.540267,44680.16785,1,8.4,9,0.17,0.889689184,419000482,26/04/2018_11:27:13,23.01081,70.22314,Under way sailing,0,95.6,167,0,LOW QUALITY,
138,57.232391,3815.492733,17451.95696,1,0.1,9,0.194153682,0.889467991,419001341,26/04/2018_11:27:14,17.52687,73.14124,Under way sailing,0.1,104.2,45,127,HIGH QUALITY,
77,14.03576414,935.7176093,2119.509615,1,4.5,9,0.259920068,0.888783952,354079000,26/04/2018_11:27:14,13.4954,72.80338,Under way using engine,14.1,155,154,0,LOW QUALITY,
75,13.16068149,877.378766,1924.415591,1,0.1,9,0.263362868,0.888744383,563155000,26/04/2018_11:27:14,7.595077,76.46972,Under way using engine,12.4,325.3,324,-1,HIGH QUALITY,
67,9.97769946,665.179964,1270.360338,1,0.1,9,0.278642766,0.888563658,373728000,26/04/2018_11:27:15,17.31138,69.38586,Under way using engine,16.6,138.9,140,5,HIGH QUALITY,
128,47.85620189,3190.413459,13344.08011,1,5.6,9,0.201595201,0.889396855,538003364,26/04/2018_11:27:15,12.6795,69.60033,Under way using engine,14.8,141,140,-7,LOW QUALITY,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,447162000,26/04/2018_11:27:16,9.265667,75.15007,Under way using engine,14.1,145,143,0,LOW QUALITY,
262,256.1574077,17077.16051,165250.0798,1,10.3,9,0.140907636,0.889937447,308944000,26/04/2018_11:27:17,16.7098,82.68515,default,0.2,206,200,0,LOW QUALITY,
67,9.97769946,665.179964,1270.360338,1,0.2,9,0.278642766,0.888563658,414728000,26/04/2018_11:27:17,7.691417,77.2518,Under way using engine,14.7,127.1,126,0,HIGH QUALITY,
25,0.829458471,55.29723138,30.44901644,1,0.1,9,0.456157867,0.885596614,370356000,26/04/2018_11:27:18,8.289812,76.612,Under way using engine,14.7,139.3,140,0,HIGH QUALITY,
46,3.918878198,261.2585465,312.6971671,1,0.4,9,0.336284041,0.887797101,374604000,26/04/2018_11:27:19,7.845588,62.83202,Under way using engine,0.7,245.1,327,0,LOW QUALITY,
63,8.572667084,571.5111389,1011.708121,1,4.5,9,0.287352447,0.888456752,357737000,26/04/2018_11:27:19,12.96643,71.82946,Under way using engine,16.4,314,316,0,HIGH QUALITY,
57,6.691320018,446.0880012,697.6683156,2,0.2,9,0.302097928,0.888268919,419000638,26/04/2018_11:27:20,22.50351,69.66448,Under way using engine,0.3,189.8,511,-128,LOW QUALITY,
189,120.0665712,8004.43808,53029.12501,1,10.2,9,0.165903012,0.889725302,477301700,26/04/2018_11:27:20,7.037195,77.8671,Under way using engine,10.5,118.9,119,0,LOW QUALITY,
78,14.48538936,965.692624,2222.166307,1,0.2,9,0.258248539,0.888803016,419686000,26/04/2018_11:27:20,9.131133,76.07941,Under way using engine,13.7,148,147,0,HIGH QUALITY,
59,7.28871014,485.9140093,793.1536328,1,0.3,9,0.29693348,0.888335713,419001001,26/04/2018_11:27:21,19.20717,71.03653,Under way using engine,5.8,50.9,48,0,LOW QUALITY,
148,67.5536591,4503.577273,22379.7183,1,0.1,9,0.187479729,0.889530563,477207700,26/04/2018_11:27:21,20.60464,71.29909,Under way using engine,11,229.3,232,0,HIGH QUALITY,
38,2.42113607,161.4090713,151.8483564,1,0.3,9,0.369992888,0.887274726,355073000,26/04/2018_11:27:21,8.669987,76.38307,Under way using engine,10.7,343.4,344,0,HIGH QUALITY,
226,182.0519816,12136.79877,99008.94071,1,15.4,9,0.15171585,0.889847403,235118678,26/04/2018_11:27:21,13.23143,73.2155,Under way using engine,13.1,141,144,0,LOW QUALITY,
59,7.28871014,485.9140093,793.1536328,1,0.6,9,0.29693348,0.888335713,636090923,26/04/2018_11:27:21,7.341969,77.44662,Under way using engine,16.8,276.3,279,0,LOW QUALITY,
153,73.07366198,4871.577465,25178.07985,1,0.1,9,0.184390889,0.88955914,477044700,26/04/2018_11:27:21,16.78897,67.92876,Under way using engine,13.6,138.2,139,0,LOW QUALITY,
139,58.22171927,3881.447951,17906.42292,1,14.4,9,0.193454027,0.889474604,352506000,26/04/2018_11:27:22,7.438865,76.29363,Under way using engine,16.8,117.2,119,0,LOW QUALITY,
114,36.2842904,2418.952693,8809.662077,1,11.7,9,0.213615493,0.889278794,538004647,26/04/2018_11:27:22,15.55565,68.85051,Under way using engine,14,226.2,228,0,HIGH QUALITY,
56,6.403622523,426.9081682,653.1604565,1,0.1,9,0.304783295,0.888233746,371915000,26/04/2018_11:27:22,8.445354,75.48276,Under way using engine,14.1,151,150,-3,HIGH QUALITY,
55,6.123197717,408.2131811,610.7292539,1,0.2,9,0.307541571,0.888197299,419000298,26/04/2018_11:27:23,16.29679,81.85474,Under way using engine,10.4,60.9,58,0,LOW QUALITY,
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,538003211,26/04/2018_11:27:23,16.9111,69.83327,Under way using engine,12,140,139,0,HIGH QUALITY,
39,2.585651111,172.3767407,167.5854015,1,0.1,9,0.365218586,0.887352551,477959200,26/04/2018_11:27:23,8.392312,71.84521,Under way using engine,18.9,289,291,0,HIGH QUALITY,
63,8.572667084,571.5111389,1011.708121,1,2.7,9,0.287352447,0.888456752,412440497,26/04/2018_11:27:24,10.67528,67.78573,Under way using engine,7.8,143.3,511,-128,HIGH QUALITY,
255,240.6632288,16044.21525,150485.9337,1,0.1,9,0.142828569,0.889921626,564753000,26/04/2018_11:27:24,10.53843,67.67277,Under way using engine,15.3,107.8,106,7,LOW QUALITY,
69,10.72639402,715.0929347,1415.995646,1,0.1,9,0.27457477,0.888612605,538002088,26/04/2018_11:27:24,19.33283,68.66775,Under way using engine,13.5,141,140,0,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,419001293,26/04/2018_11:27:25,19.54617,70.53784,Under way using engine,12,325,325,0,LOW QUALITY,
69,10.72639402,715.0929347,1415.995646,1,0.1,9,0.27457477,0.888612605,538003353,26/04/2018_11:27:25,9.107833,74.45333,Under way using engine,18.8,302,302,6,HIGH QUALITY,
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,352548000,26/04/2018_11:27:25,7.529563,76.06447,Under way using engine,15.9,294.1,294,0,HIGH QUALITY,
82,16.36518623,1091.012415,2668.472465,1,0.1,9,0.251871047,0.888874877,247273200,26/04/2018_11:27:26,8.034883,76.78565,Under way using engine,11,312,313,0,HIGH QUALITY,
72,11.90798626,793.8657507,1656.299177,1,0.5,9,0.268793601,0.888681118,566179000,26/04/2018_11:27:26,8.461944,74.02552,Under way using engine,14.5,116.4,114,0,LOW QUALITY,
226,182.0519816,12136.79877,99008.94071,1,15,9,0.15171585,0.889847403,419042900,26/04/2018_11:27:26,13.23417,80.49897,Under way using engine,6.1,178.7,511,-128,HIGH QUALITY,
320,405.1118879,27007.45919,328657.676,1,11.2,9,0.1275,0.890045742,232012789,26/04/2018_11:27:27,12.30323,70.67669,Under way using engine,14.3,331.6,332,-7,LOW QUALITY,
138,57.232391,3815.492733,17451.95696,1,0.1,9,0.194153682,0.889467991,374604000,26/04/2018_11:27:27,7.845582,62.832,Under way using engine,0.7,249.8,328,0,LOW QUALITY,
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,229930000,26/04/2018_11:27:27,11.68889,63.25703,Under way using engine,17.8,288.1,287,-1,LOW QUALITY,
118,39.40793459,2627.195639,9971.415403,1,7.4,9,0.209963677,0.889315083,419000167,26/04/2018_11:27:27,12.91645,74.81488,Under way using engine,0,119.8,511,-128,LOW QUALITY,
66,9.614953251,640.9968834,1201.716611,1,9.2,9,0.28074576,0.888538111,209241000,26/04/2018_11:27:28,7.2571,77.03777,Under way using engine,17.9,296,297,0,HIGH QUALITY,
17,0.303467383,20.23115889,6.738284271,1,6,9,0.553172667,0.882772791,538007004,26/04/2018_11:27:28,20.5495,70.33113,Under way using engine,13.4,115,112,0,HIGH QUALITY,
13,0.149245412,9.949694113,2.323982113,1,2.2,9,0.632577146,0.879064588,419901024,26/04/2018_11:27:29,17.68712,83.28864,Under way using engine,0.1,192.7,511,-128,LOW QUALITY,
333,443.6120306,29574.13537,376605.165,1,11.7,9,0.124986486,0.890065638,419039400,26/04/2018_11:27:29,22.81545,68.11069,Under way sailing,8.5,268.4,511,-128,LOW QUALITY,
57,6.691320018,446.0880012,697.6683156,1,0.1,9,0.302097928,0.888268919,636091121,26/04/2018_11:27:29,11.54425,72.64028,Under way using engine,12.2,304,306,0,HIGH QUALITY,
274,283.9511963,18930.07975,192862.0829,1,9.3,9,0.137787523,0.889962979,518100148,26/04/2018_11:27:29,4.191552,73.4752,At anchor,0.1,221.2,511,-128,LOW QUALITY,
25,0.829458471,55.29723138,30.44901644,1,0.1,9,0.456157867,0.885596614,370356000,26/04/2018_11:27:30,8.289244,76.6125,Under way using engine,14.7,139.4,140,0,HIGH QUALITY,
82,16.36518623,1091.012415,2668.472465,1,0.1,9,0.251871047,0.888874877,636091803,26/04/2018_11:27:30,19.73611,70.38664,Under way using engine,17.2,145.7,145,-6,LOW QUALITY,
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,419798000,26/04/2018_11:27:30,19.69782,72.33022,Under way using engine,0.4,117.9,202,0,LOW QUALITY,
37,2.262919394,150.8612929,137.209735,1,0.2,9,0.374959457,0.887192328,538006977,26/04/2018_11:27:31,20.02596,70.36265,Under way using engine,17,248,248,0,HIGH QUALITY,
138,57.232391,3815.492733,17451.95696,1,0.1,9,0.194153682,0.889467991,374604000,26/04/2018_11:27:31,7.845578,62.83199,Under way using engine,0.6,249.1,328,0,LOW QUALITY,
69,10.72639402,715.0929347,1415.995646,1,6.6,9,0.27457477,0.888612605,354843000,26/04/2018_11:27:31,8.149517,76.066,Under way using engine,17.7,148,149,0,LOW QUALITY,
59,7.28871014,485.9140093,793.1536328,1,6.2,9,0.29693348,0.888335713,636016176,26/04/2018_11:27:31,7.375882,77.10487,Under way using engine,13.7,304.3,306,0,HIGH QUALITY,
126,46.09289147,3072.859431,12613.40173,1,0.3,9,0.203188864,0.88938143,563019900,26/04/2018_11:27:31,15.958,68.74015,Under way using engine,17.7,311.9,312,0,HIGH QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,538003295,26/04/2018_11:27:32,8.232333,74.49683,Under way using engine,16.8,116,114,0,HIGH QUALITY,
229,187.7018765,12513.45843,103653.5595,1,10.7,9,0.150718802,0.889855815,417222435,26/04/2018_11:27:32,6.960433,79.85368,Under way sailing,0.1,104.3,511,-128,LOW QUALITY,
274,283.9511963,18930.07975,192862.0829,1,8.4,9,0.137787523,0.889962979,636016587,26/04/2018_11:27:32,11.71303,61.85973,Under way using engine,11.6,110.1,107,0,HIGH QUALITY,
200,137.0207776,9134.718507,64648.87033,1,0.1,9,0.161276161,0.889765623,372224000,26/04/2018_11:27:33,7.77165,76.2544,Under way using engine,11,288,290,0,HIGH QUALITY,
200,137.0207776,9134.718507,64648.87033,1,10.6,9,0.161276161,0.889765623,419000482,26/04/2018_11:27:33,23.0108,70.22314,Under way sailing,0,93.7,168,0,LOW QUALITY,
190,121.5569469,8103.79646,54019.55148,1,0.3,9,0.16546585,0.889729133,538005191,26/04/2018_11:27:33,15.65026,81.79407,Under way using engine,9.2,228.1,234,0,HIGH QUALITY,
199,135.4284091,9028.560607,63525.18868,1,15.7,9,0.161680869,0.889762116,209323000,26/04/2018_11:27:33,12.61572,74.7642,Under way using engine,14.7,332.9,335,8,LOW QUALITY,
66,9.614953251,640.9968834,1201.716611,1,8.3,9,0.28074576,0.888538111,636090923,26/04/2018_11:27:34,7.342063,77.4457,Under way using engine,16.8,276.3,279,0,LOW QUALITY,
56,6.403622523,426.9081682,653.1604565,1,0.1,9,0.304783295,0.888233746,371915000,26/04/2018_11:27:34,8.444675,75.48313,Under way using engine,14.1,151,150,-3,HIGH QUALITY,
71,11.50626795,767.08453,1573.196688,1,0.1,9,0.270679895,0.888658897,351240000,26/04/2018_11:27:34,14.08932,61.99644,Under way using engine,14.1,178.8,177,0,HIGH QUALITY,
107,31.16405894,2077.603929,7012.329651,1,0.1,9,0.220492228,0.889209433,374604000,26/04/2018_11:27:35,7.845575,62.83197,Under way using engine,0.6,247.4,328,0,LOW QUALITY,
278,293.5634699,19570.89799,202737.6074,1,0.1,9,0.136792654,0.889971077,566202000,26/04/2018_11:27:35,10.32763,74.53296,Under way using engine,12,140.9,142,0,HIGH QUALITY,
192,124.5681608,8304.544053,56039.1936,1,0.1,9,0.164601792,0.889736691,477752300,26/04/2018_11:27:36,7.838262,77.2272,Under way using engine,16.6,298.3,301,-5,HIGH QUALITY,
39,2.585651111,172.3767407,167.5854015,1,0.1,9,0.365218586,0.887352551,477959200,26/04/2018_11:27:36,8.392649,71.8442,Under way using engine,18.9,289,291,0,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,10,9,0.16546585,0.889729133,419950114,26/04/2018_11:27:37,12.93565,74.81757,default,0.1,75,511,-128,LOW QUALITY,
114,36.2842904,2418.952693,8809.662077,1,11.9,9,0.213615493,0.889278794,403514001,26/04/2018_11:27:37,7.116943,76.49097,Under way using engine,14,289.2,289,5,HIGH QUALITY,
52,5.32510227,355.006818,495.3055885,1,0.4,9,0.316288573,0.888079526,419900757,26/04/2018_11:27:37,19.26621,70.94135,Under way using engine,0,261.7,511,-128,HIGH QUALITY,
183,111.3368498,7422.456653,47352.14884,1,7.8,9,0.168600799,0.889701563,419001210,26/04/2018_11:27:37,12.896,74.65012,Under way using engine,0.2,278.3,511,-128,LOW QUALITY,
177,102.9696816,6864.64544,42115.82898,1,0.1,9,0.171434625,0.889676444,419071800,26/04/2018_11:27:37,22.56997,69.66099,Restricted manoeuverability,5.4,99,511,-128,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,352548000,26/04/2018_11:27:37,7.529932,76.06365,Under way using engine,15.9,294.4,294,0,HIGH QUALITY,
51,5.073306687,338.2204458,460.5936791,1,0.2,9,0.319374388,0.888037162,538005601,26/04/2018_11:27:37,9.783116,69.13563,Under way using engine,13,286.4,291,0,HIGH QUALITY,
69,10.72639402,715.0929347,1415.995646,1,0.1,9,0.27457477,0.888612605,538003353,26/04/2018_11:27:37,9.1085,74.45233,Under way using engine,18.8,302,302,-5,HIGH QUALITY,
187,117.1162267,7807.748447,51086.58897,1,9.7,9,0.166787835,0.889717535,432986000,26/04/2018_11:27:38,11.94034,72.78457,Under way using engine,16,313.8,316,-5,HIGH QUALITY,
67,9.97769946,665.179964,1270.360338,1,0.4,9,0.278642766,0.888563658,419686000,26/04/2018_11:27:38,9.130016,76.07992,Under way using engine,13.7,148,147,0,HIGH QUALITY,
57,6.691320018,446.0880012,697.6683156,2,0.1,9,0.302097928,0.888268919,419000638,26/04/2018_11:27:38,22.50351,69.66448,Under way using engine,0.4,189.3,511,-128,LOW QUALITY,
69,10.72639402,715.0929347,1415.995646,1,0.1,9,0.27457477,0.888612605,636092808,26/04/2018_11:27:39,19.32899,72.04913,Restricted manoeuverability,0.4,296.2,120,0,HIGH QUALITY,
45,3.708538853,247.2359235,287.862802,1,0.1,9,0.34,0.88774248,538007190,26/04/2018_11:27:39,7.633255,77.50457,Under way using engine,10.7,303.4,304,0,LOW QUALITY,
67,9.97769946,665.179964,1270.360338,1,0.1,9,0.278642766,0.888563658,373728000,26/04/2018_11:27:39,17.30997,69.38712,Under way using engine,16.6,139.6,140,-5,HIGH QUALITY,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,636011275,26/04/2018_11:27:40,9.18995,75.39893,Under way using engine,19.3,141,141,0,HIGH QUALITY,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,419096100,26/04/2018_11:27:40,18.93117,72.4945,Restricted manoeuverability,12.4,219,225,0,HIGH QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.2,9,0.403190402,0.886694047,419179000,26/04/2018_11:27:40,19.9844,71.56245,Under way using engine,5.5,113.9,111,0,LOW QUALITY,
205,145.1366913,9675.77942,70476.95402,1,3.5,9,0.159297237,0.889782719,209241000,26/04/2018_11:27:40,7.25755,77.03687,Under way using engine,17.9,296,297,0,HIGH QUALITY,
337,455.8399383,30389.32922,392283.3346,1,13.7,9,0.124242512,0.890071504,477301700,26/04/2018_11:27:41,7.03669,77.868,Under way using engine,10.6,119.1,119,0,LOW QUALITY,
