Ship Length,Engine Mass,Engine Power,DWT,no. of engines,Vessel speed,Cavitation Speed,Froude's No.,Block Coefficient,LAT,LON,SOG,COG,HEADING,RATE_OF_TURN,Source level
59,7.28871014,485.9140093,793.1536328,1,6.6,9,0.29693348,0.888335713,7.341166,77.45365,16.8,276.5,278,0,54.51375069259227
78,14.48538936,965.692624,2222.166307,1,0.2,9,0.258248539,0.888803016,19.33499,72.01701,0.1,137.0,266,0,74.5277568968222
81,15.88298078,1058.865385,2551.404479,1,0.3,9,0.253421037,0.888857538,9.76735,74.83858,13.2,146.2,145,0,73.1203695736678
13,0.149245412,9.949694113,2.323982113,1,1.0,9,0.632577146,0.879064588,7.84569,62.83227,0.6,250.5,325,0,49.49466865283335
179,105.7186097,7047.907313,43813.55204,1,11.9,9,0.170474199,0.889684979,12.13696,74.27688,21.6,156.2,156,0,
189,120.0665712,8004.43808,53029.12501,1,10.6,9,0.165903012,0.889725302,7.002367,77.66145,11.9,307.0,308,0,
17,0.303467383,20.23115889,6.738284271,1,8.9,9,0.553172667,0.882772791,10.52829,74.30248,14.6,146.1,145,0,28.026192113031453
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,21.08817,72.65973,4.6,177.0,179,0,68.86216464187709
65,9.259891293,617.3260862,1135.769315,1,1.5,9,0.2828971,0.888511803,13.10598,80.30597,5.9,217.0,214,0,64.03273977083579
183,111.3368498,7422.456653,47352.14884,1,0.1,9,0.168600799,0.889701563,20.61931,69.48718,11.8,335.0,335,11,85.25960586904853
65,9.259891293,617.3260862,1135.769315,1,0.1,9,0.2828971,0.888511803,10.67756,67.78336,7.7,129.1,511,-128,75.81379931634147
190,121.5569469,8103.79646,54019.55148,1,0.2,9,0.16546585,0.889729133,8.03165,76.78908,11.0,314.0,313,0,82.57657026221298
248,225.6955829,15046.37219,136667.7007,1,12.6,9,0.144830268,0.889905057,11.92582,62.47735,12.5,109.0,106,0,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,7.98052,63.07943,9.7,270.3,511,-128,85.58691192091233
187,117.1162267,7807.748447,51086.58897,1,9.9,9,0.166787835,0.889717535,11.93507,72.79019,16.0,313.4,316,0,
52,5.32510227,355.006818,495.3055885,1,0.3,9,0.316288573,0.888079526,18.90473,72.40945,12.0,274.7,511,-128,68.89613990333088
190,121.5569469,8103.79646,54019.55148,1,9.4,9,0.16546585,0.889729133,12.99105,73.72812,15.1,147.0,148,-2,
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,11.68665,63.26403,17.8,287.4,287,-7,76.51785318142954
162,83.62086605,5574.724403,30821.46591,1,0.1,9,0.179195734,0.889606668,11.5829,74.7947,12.0,331.0,331,0,84.18970947585728
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,21.0579,66.55418,10.1,128.0,129,-13,68.86216464187709
126,46.09289147,3072.859431,12613.40173,1,0.4,9,0.203188864,0.88938143,7.253783,77.0445,17.9,297.0,297,0,75.92789012187703
200,137.0207776,9134.718507,64648.87033,1,0.1,9,0.161276161,0.889765623,11.54145,72.64457,12.3,303.0,306,0,86.03250943438312
248,225.6955829,15046.37219,136667.7007,1,12.3,9,0.144830268,0.889905057,4.84786,74.88522,13.4,246.9,251,3,
274,283.9511963,18930.07975,192862.0829,1,7.8,9,0.137787523,0.889962979,11.83645,81.22979,12.0,163.2,165,0,65.23440872302085
178,104.3391396,6955.94264,42958.80336,1,0.1,9,0.170952388,0.889680732,21.47473,66.59785,12.8,138.9,139,0,85.01740037130942
174,98.92125956,6594.750637,39656.62541,1,0.1,9,0.172906193,0.889663325,11.38657,73.54368,14.6,306.0,310,0,84.81826742225847
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,21.06412,68.50901,14.1,332.4,336,0,70.04475946502585
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.48642,74.46358,18.8,137.0,138,3,70.04475946502585
128,47.85620189,3190.413459,13344.08011,1,0.1,9,0.201595201,0.889396855,9.923545,76.18836,0.0,80.8,2,-12,82.09068746729119
333,443.6120306,29574.13537,376605.165,1,11.0,9,0.124986486,0.890065638,22.83307,66.48322,16.3,103.0,104,0,
220,171.0356456,11402.37637,90159.44822,1,0.1,9,0.153770786,0.889829996,10.33159,74.52972,12.1,142.0,142,-5,86.85549381190306
80,15.40896654,1027.264436,2438.044155,1,0.1,9,0.255,0.888839792,7.591812,76.472,12.4,326.4,324,-6,77.77545846606169
32,1.563919229,104.2612819,78.83204227,1,0.2,9,0.403190402,0.886694047,18.63145,70.22285,12.1,160.0,162,0,65.85182298317775
59,7.28871014,485.9140093,793.1536328,1,5.8,9,0.29693348,0.888335713,7.375031,74.02188,11.5,286.0,289,0,55.90006528118252
70,11.11241561,740.8277073,1493.117592,1,0.2,9,0.272606467,0.888636069,9.426224,73.69755,16.2,302.2,305,5,73.50751152273021
149,68.63838194,4575.892129,22920.90991,1,0.1,9,0.186849543,0.889536413,10.53993,67.66746,15.2,104.0,102,7,83.44911229659357
92,21.64418334,1442.945556,4058.757505,1,0.1,9,0.237788726,0.889028814,22.58877,69.26318,11.2,117.3,111,-127,79.0766592762738
333,443.6120306,29574.13537,376605.165,1,12.3,9,0.124986486,0.890065638,12.1229,74.83882,12.0,335.0,336,0,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,18.54761,72.23233,0.1,350.2,283,12,68.86216464187709
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,9.631085,75.46364,17.1,322.9,325,0,78.45069281413531
176,101.6102237,6774.014913,41284.5362,1,7.1,9,0.171920965,0.889672114,22.63765,69.15134,14.0,88.5,87,0,63.47337490521228
178,104.3391396,6955.94264,42958.80336,1,0.1,9,0.170952388,0.889680732,10.65005,64.67522,12.6,289.6,291,0,85.01740037130942
162,83.62086605,5574.724403,30821.46591,1,0.1,9,0.179195734,0.889606668,11.58348,74.79436,12.0,331.0,332,0,84.18970947585728
200,137.0207776,9134.718507,64648.87033,1,0.1,9,0.161276161,0.889765623,11.54152,63.5211,19.7,284.0,285,0,86.03250943438312
325,419.6955362,27979.70241,346563.5024,1,0.1,9,0.126515429,0.890053551,10.55433,71.77016,12.8,329.0,332,0,90.15911743592525
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.48603,74.46394,18.8,137.3,138,-2,70.04475946502585
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,19.92433,61.72665,13.5,176.9,174,0,76.51785318142954
64,8.91247548,594.165032,1072.454364,1,0.4,9,0.285098667,0.888484696,18.70897,69.41861,13.4,129.9,129,0,69.64497669911952
66,9.614953251,640.9968834,1201.716611,1,9.5,9,0.28074576,0.888538111,7.1874,78.06132,12.9,132.0,133,0,
144,63.31070637,4220.713758,20304.72151,1,12.1,9,0.190065778,0.889506453,22.83297,66.48379,16.3,101.9,104,0,
61,7.915714386,527.7142924,897.6695056,1,0.1,9,0.292025151,0.888398181,18.9829,72.86071,0.0,158.8,511,-128,75.20692639021296
13,0.149245412,9.949694113,2.323982113,1,1.2,9,0.632577146,0.879064588,7.845672,62.83221,0.6,262.5,325,0,48.69851107461692
199,135.4284091,9028.560607,63525.18868,1,7.2,9,0.161680869,0.889762116,11.00137,65.11635,14.9,102.5,103,0,64.29992684776495
262,256.1574077,17077.16051,165250.0798,1,10.3,9,0.140907636,0.889937447,7.491467,77.67487,14.7,122.0,123,0,
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,9.631469,75.46336,17.1,322.9,325,0,78.45069281413531
220,171.0356456,11402.37637,90159.44822,1,0.1,9,0.153770786,0.889829996,10.33111,74.5301,12.0,141.9,142,0,86.85549381190306
82,16.36518623,1091.012415,2668.472465,1,0.1,9,0.251871047,0.888874877,9.451683,69.85099,11.0,105.0,105,0,78.0064692171494
92,21.64418334,1442.945556,4058.757505,1,0.1,9,0.237788726,0.889028814,22.58857,69.26366,11.2,115.8,110,0,79.0766592762738
190,121.5569469,8103.79646,54019.55148,1,3.9,9,0.16546585,0.889729133,11.46516,64.5379,12.8,106.1,108,0,69.3076762991791
65,9.259891293,617.3260862,1135.769315,1,7.7,9,0.2828971,0.888511803,24.84424,66.9892,0.0,338.5,84,127,52.67476183851781
66,9.614953251,640.9968834,1201.716611,1,0.1,9,0.28074576,0.888538111,18.95695,72.89883,2.6,166.6,511,-128,75.95920278555454
67,9.97769946,665.179964,1270.360338,1,6.8,9,0.278642766,0.888563658,24.76832,67.3339,0.0,200.0,511,-128,55.325837981568256
183,111.3368498,7422.456653,47352.14884,1,0.1,9,0.168600799,0.889701563,10.31209,74.5974,13.1,340.1,339,0,85.25960586904853
55,6.123197717,408.2131811,610.7292539,1,0.3,9,0.307541571,0.888197299,7.2903,76.97393,11.9,291.0,294,0,69.43935284791428
13,0.149245412,9.949694113,2.323982113,1,1.1,9,0.632577146,0.879064588,7.845662,62.83219,0.6,252.1,326,0,49.07876674406451
148,67.5536591,4503.577273,22379.7183,1,0.1,9,0.187479729,0.889530563,20.60166,72.03468,102.3,360.0,183,0,83.38926534671516
65,9.259891293,617.3260862,1135.769315,1,0.1,9,0.2828971,0.888511803,10.69116,75.07511,13.3,149.9,148,0,75.81379931634147
225,180.1897095,12012.6473,97493.638,1,11.9,9,0.152052622,0.889844557,22.61107,69.6967,9.0,274.0,277,0,
174,98.92125956,6594.750637,39656.62541,1,0.5,9,0.172906193,0.889663325,7.038612,77.86453,10.5,119.3,119,0,77.82782859741393
333,443.6120306,29574.13537,376605.165,1,9.2,9,0.124986486,0.890065638,24.88452,66.52708,9.6,31.5,32,0,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,21.06518,68.50843,14.1,332.3,335,0,70.04475946502585
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.48533,74.46459,18.8,137.0,138,-1,70.04475946502585
66,9.614953251,640.9968834,1201.716611,1,0.4,9,0.28074576,0.888538111,8.961888,76.41671,10.9,155.5,153,0,69.9382275393228
180,107.108104,7140.540267,44680.16785,1,6.8,9,0.17,0.889689184,22.63177,69.80196,3.5,237.0,241,0,64.33875586158504
275,286.3379219,19089.19479,195298.8121,1,11.7,9,0.137536772,0.889965022,22.83276,66.48483,16.3,101.7,104,0,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,9.426962,73.69639,16.2,302.6,306,4,68.86216464187709
65,9.259891293,617.3260862,1135.769315,1,0.1,9,0.2828971,0.888511803,10.67685,67.78423,7.7,135.4,511,-128,75.81379931634147
68,10.34816741,689.8778273,1341.765027,1,0.1,9,0.276586334,0.888588479,22.61027,69.21305,15.8,116.0,116,0,76.24297982338564
46,3.918878198,261.2585465,312.6971671,1,0.2,9,0.336284041,0.887797101,18.54223,68.64815,13.4,124.0,126,0,69.46111824960902
79,14.94311304,996.207536,2328.321354,1,7.6,9,0.256608849,0.888821623,24.77213,67.31098,0.1,98.9,511,-128,54.846527142156575
180,107.108104,7140.540267,44680.16785,1,14.5,9,0.17,0.889689184,12.74014,64.06978,13.7,294.9,295,0,
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,10.6504,64.6742,12.7,288.7,291,0,75.66595194535125
300,349.5629414,23304.19609,263432.5139,1,18.0,9,0.131681434,0.890012362,24.45145,66.05483,12.2,85.0,86,-5,
59,7.28871014,485.9140093,793.1536328,1,6.5,9,0.29693348,0.888335713,7.378085,77.97422,13.3,117.3,118,0,54.704854337477464
67,9.97769946,665.179964,1270.360338,1,6.7,9,0.278642766,0.888563658,24.76808,67.33339,0.0,105.0,511,-128,55.53106319724378
62,8.240426732,549.3617821,953.4674075,1,2.1,9,0.289660535,0.888427929,6.30243,79.03865,10.0,310.7,311,0,62.08488957479168
180,107.108104,7140.540267,44680.16785,1,14.6,9,0.17,0.889689184,24.53227,66.9541,0.8,163.0,18,0,
179,105.7186097,7047.907313,43813.55204,1,0.1,9,0.170474199,0.889684979,20.73887,65.91635,9.7,300.4,303,0,85.06642639365892
164,86.07223073,5738.148715,32186.6581,1,7.6,9,0.178099725,0.88961661,7.186584,78.0622,12.9,132.0,133,0,61.486839971910676
34,1.825385018,121.6923345,99.40609674,1,0.1,9,0.391152144,0.886912993,21.06583,68.5081,14.1,333.6,335,0,69.47218848487199
274,283.9511963,18930.07975,192862.0829,1,7.8,9,0.137787523,0.889962979,22.63281,69.46369,19.2,252.0,252,0,65.23440872302085
174,98.92125956,6594.750637,39656.62541,1,0.3,9,0.172906193,0.889663325,11.38783,73.54193,14.7,305.0,310,0,80.04689997967935
39,2.585651111,172.3767407,167.5854015,1,0.2,9,0.365218586,0.887352551,18.70811,72.09589,12.1,194.0,192,3,67.83198942665506
34,1.825385018,121.6923345,99.40609674,1,0.1,9,0.391152144,0.886912993,10.4845,74.46537,18.8,137.2,138,-3,69.47218848487199
70,11.11241561,740.8277073,1493.117592,1,1.3,9,0.272606467,0.888636069,20.33917,66.32024,12.9,142.0,144,0,65.36531744520826
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,9.462167,75.38717,12.5,329.0,332,0,74.99612755845006
128,47.85620189,3190.413459,13344.08011,1,0.1,9,0.201595201,0.889396855,9.923553,76.18837,0.1,15.1,2,11,82.09068746729119
193,126.089021,8405.934733,57068.59857,1,11.3,9,0.164174809,0.88974042,10.52598,74.30405,14.6,146.3,145,0,
220,171.0356456,11402.37637,90159.44822,1,0.1,9,0.153770786,0.889829996,10.33029,74.53082,12.0,141.4,142,0,86.85549381190306
199,135.4284091,9028.560607,63525.18868,1,7.4,9,0.161680869,0.889762116,11.001,65.11805,14.8,102.5,103,5,63.771907645485555
55,6.123197717,408.2131811,610.7292539,1,0.3,9,0.307541571,0.888197299,8.390937,71.84921,18.9,288.8,291,0,69.43935284791428
337,455.8399383,30389.32922,392283.3346,1,13.8,9,0.124242512,0.890071504,15.40912,73.65514,20.9,176.2,511,-128,
295,336.3684299,22424.56199,248658.9758,1,7.1,9,0.132792689,0.890003432,22.61317,69.38956,15.0,257.0,258,0,67.90366789907347
255,240.6632288,16044.21525,150485.9337,1,0.1,9,0.142828569,0.889921626,10.53936,67.6696,15.2,105.0,103,9,88.11768357452092
30,1.325937091,88.39580607,61.54115999,1,0.9,9,0.416413256,0.886441567,8.930387,71.59151,20.2,103.2,103,0,58.662933824845894
111,34.03625289,2269.083526,8003.75731,1,9.1,9,0.216482944,0.889250036,24.76832,67.3339,0.0,200.0,511,-128,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.11328,75.03802,11.2,325.6,327,0,70.04475946502585
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,9.536484,75.68408,13.3,336.0,338,0,75.66595194535125
59,7.28871014,485.9140093,793.1536328,1,0.4,9,0.29693348,0.888335713,8.543583,76.52607,15.2,139.9,139,0,68.86613770141851
105,29.78122586,1985.415057,6550.812273,1,0.3,9,0.222582248,0.889188082,18.11485,72.55112,13.7,171.2,171,0,75.52173433052681
52,5.32510227,355.006818,495.3055885,1,0.2,9,0.316288573,0.888079526,9.104223,75.16022,6.9,326.7,334,0,70.65716568721068
226,182.0519816,12136.79877,99008.94071,1,15.3,9,0.15171585,0.889847403,13.16789,64.6768,15.5,52.0,53,0,
200,137.0207776,9134.718507,64648.87033,2,0.1,9,0.161276161,0.889765623,22.48921,69.84907,0.4,155.4,511,-128,83.02220947774332
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,21.06659,68.50768,14.1,333.0,335,0,70.04475946502585
52,5.32510227,355.006818,495.3055885,1,0.3,9,0.316288573,0.888079526,9.056684,73.19303,16.5,130.0,130,0,68.89613990333088
141,60.22879685,4015.253123,18840.28986,1,12.5,9,0.192077112,0.889487583,9.821527,80.03159,0.0,291.8,511,-128,
34,1.825385018,121.6923345,99.40609674,1,0.1,9,0.391152144,0.886912993,10.4838,74.46603,18.9,137.0,138,3,69.47218848487199
250,229.9184786,15327.89857,140521.2854,1,9.9,9,0.144249783,0.88990987,12.74065,64.06866,13.7,294.6,294,0,
239,207.2208585,13814.7239,120235.1644,1,16.8,9,0.147531998,0.889882557,20.1799,68.49237,12.1,122.8,124,0,
35,1.965113063,131.0075375,111.0356943,1,0.5,9,0.385523762,0.887011995,9.954995,76.26643,0.1,229.5,315,-5,62.772439146594216
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,9.42796,73.69486,16.2,302.9,306,-1,68.86216464187709
35,1.965113063,131.0075375,111.0356943,1,0.2,9,0.385523762,0.887011995,20.55063,70.32852,13.5,115.0,112,0,66.75253631273942
199,135.4284091,9028.560607,63525.18868,1,7.7,9,0.161680869,0.889762116,11.00083,65.11879,14.9,102.9,103,5,62.85001015682248
259,249.4524053,16630.16035,158804.5138,2,0.1,9,0.141721354,0.889930754,22.53694,69.76614,4.9,118.1,121,0,85.2395701159663
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,19.68405,72.07112,8.7,357.4,511,-128,76.51785318142954
144,63.31070637,4220.713758,20304.72151,1,0.1,9,0.190065778,0.889506453,9.624237,75.94191,14.1,163.8,163,0,83.14541330875628
65,9.259891293,617.3260862,1135.769315,1,1.3,9,0.2828971,0.888511803,24.76808,67.33339,0.0,105.0,511,-128,64.66126358012018
13,0.149245412,9.949694113,2.323982113,1,1.0,9,0.632577146,0.879064588,17.63848,83.3912,0.1,115.0,227,0,49.49466865283335
333,443.6120306,29574.13537,376605.165,1,9.5,9,0.124986486,0.890065638,6.086973,66.77876,13.8,185.7,183,0,
229,187.7018765,12513.45843,103653.5595,1,10.6,9,0.150718802,0.889855815,15.0188,73.50973,13.9,164.7,165,0,
59,7.28871014,485.9140093,793.1536328,1,0.2,9,0.29693348,0.888335713,9.301322,72.88286,16.2,348.7,91,0,71.87677128895092
66,9.614953251,640.9968834,1201.716611,1,0.4,9,0.28074576,0.888538111,18.95047,72.94415,0.0,23.0,511,-128,69.9382275393228
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,20.3384,66.32085,12.9,142.0,144,0,78.45069281413531
64,8.91247548,594.165032,1072.454364,1,0.2,9,0.285098667,0.888484696,20.14474,71.74995,0.1,113.0,99,0,72.65561028665192
193,126.089021,8405.934733,57068.59857,1,10.7,9,0.164174809,0.88974042,9.923562,76.18837,0.1,0.9,2,16,
54,5.850000312,390.0000208,570.3154444,1,0.1,9,0.310376116,0.888159502,9.173616,75.67019,11.5,149.0,144,0,74.03328798734134
107,31.16405894,2077.603929,7012.329651,1,0.2,9,0.220492228,0.889209433,9.04185,75.30325,14.6,146.7,144,0,77.45530610185556
32,1.563919229,104.2612819,78.83204227,1,0.2,9,0.403190402,0.886694047,8.376291,76.99158,0.1,220.0,511,-128,65.85182298317775
64,8.91247548,594.165032,1072.454364,1,0.3,9,0.285098667,0.888484696,20.11074,68.76733,10.6,324.2,322,0,70.89458450277213
46,3.918878198,261.2585465,312.6971671,1,0.6,9,0.336284041,0.887797101,7.845618,62.83209,0.6,250.8,327,0,64.68866637273693
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,9.408598,72.04108,21.0,113.3,114,0,85.58691192091233
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,9.578667,75.1535,19.6,138.0,135,3,74.72277479647694
278,293.5634699,19570.89799,202737.6074,1,0.1,9,0.136792654,0.889971077,10.32935,74.53152,11.9,141.0,142,0,88.84901574775368
70,11.11241561,740.8277073,1493.117592,1,3.1,9,0.272606467,0.888636069,9.183178,75.37704,16.5,321.1,323,0,61.42303701496481
241,211.2518117,14083.45411,123760.4733,1,12.3,9,0.146918556,0.889887679,5.818362,80.67107,12.2,269.1,265,5,
228,185.8080563,12387.20375,102088.8023,1,0.1,9,0.151048964,0.889853032,9.923734,76.1484,0.0,335.0,511,-128,87.16225508927813
62,8.240426732,549.3617821,953.4674075,1,2.1,9,0.289660535,0.888427929,13.11129,71.62851,12.9,137.7,137,0,62.08488957479168
52,5.32510227,355.006818,495.3055885,1,0.4,9,0.316288573,0.888079526,9.056084,73.19373,16.6,130.0,130,0,67.64653209967827
240,209.2310216,13948.73477,121988.9271,1,12.2,9,0.147224319,0.889885127,22.63215,69.46149,19.2,252.0,252,-5,
111,34.03625289,2269.083526,8003.75731,1,9.1,9,0.216482944,0.889250036,12.896,74.65012,0.5,74.1,511,-128,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,22.58773,69.26577,11.3,112.1,110,0,70.04475946502585
146,65.41302545,4360.868363,21324.44089,1,11.4,9,0.188759469,0.889518653,14.40683,70.0691,20.6,133.2,132,0,
175,100.2607538,6684.050253,40464.83247,1,11.8,9,0.172411468,0.889667741,6.083903,79.62399,11.4,305.7,307,0,
128,47.85620189,3190.413459,13344.08011,1,0.1,9,0.201595201,0.889396855,20.51,69.42674,11.6,341.0,338,0,82.09068746729119
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,22.5725,69.78637,0.5,326.4,511,-128,70.04475946502585
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,8.716338,76.08611,12.7,332.3,335,0,68.86216464187709
179,105.7186097,7047.907313,43813.55204,1,0.1,9,0.170474199,0.889684979,10.31438,74.59658,13.1,340.0,339,0,85.06642639365892
199,135.4284091,9028.560607,63525.18868,1,6.9,9,0.161680869,0.889762116,11.00064,65.11961,14.9,103.1,103,0,64.99921501033862
128,47.85620189,3190.413459,13344.08011,1,5.5,9,0.201595201,0.889396855,24.03139,61.97163,14.9,292.9,291,0,63.56198150603875
39,2.585651111,172.3767407,167.5854015,1,0.2,9,0.365218586,0.887352551,8.391586,71.84729,18.9,288.9,291,0,67.83198942665506
68,10.34816741,689.8778273,1341.765027,1,0.3,9,0.276586334,0.888588479,8.387667,76.05666,13.4,141.0,143,-10,71.4716123808065
51,5.073306687,338.2204458,460.5936791,1,0.3,9,0.319374388,0.888037162,20.4365,71.81556,2.3,225.3,234,7,68.70749921411013
64,8.91247548,594.165032,1072.454364,1,9.5,9,0.285098667,0.888484696,7.4897,77.67765,14.7,122.0,123,0,
228,185.8080563,12387.20375,102088.8023,1,0.1,9,0.151048964,0.889853032,9.936546,76.29119,1.6,171.5,511,-128,87.16225508927813
70,11.11241561,740.8277073,1493.117592,1,1.5,9,0.272606467,0.888636069,9.537683,75.68355,13.2,336.0,338,0,64.73679363592386
195,129.1613023,8610.753487,59167.05069,1,8.7,9,0.163330717,0.889747779,6.947195,79.79594,4.3,24.0,22,0,56.272048694460686
228,185.8080563,12387.20375,102088.8023,1,12.5,9,0.151048964,0.889853032,9.445971,71.70557,12.3,282.5,283,-2,
179,105.7186097,7047.907313,43813.55204,1,11.6,9,0.170474199,0.889684979,12.20337,61.06279,13.4,104.0,103,0,
75,13.16068149,877.378766,1924.415591,1,0.1,9,0.263362868,0.888744383,17.18709,66.03436,16.1,143.9,143,0,77.16939474504203
333,443.6120306,29574.13537,376605.165,1,11.3,9,0.124986486,0.890065638,12.48292,60.2014,13.0,181.9,180,0,
183,111.3368498,7422.456653,47352.14884,1,7.8,9,0.168600799,0.889701563,24.76848,67.3338,0.0,229.0,511,-128,61.7673809323885
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,9.63455,75.46111,17.1,322.9,325,0,78.45069281413531
102,27.77305436,1851.536957,5899.521184,2,4.8,9,0.225831796,0.889154632,22.31409,91.72404,0.1,246.0,168,0,59.49025089770619
330,434.5591709,28970.61139,365136.0205,1,9.2,9,0.125553321,0.890061163,22.73817,69.69161,0.1,350.7,271,0,
52,5.32510227,355.006818,495.3055885,1,0.3,9,0.316288573,0.888079526,9.068064,75.85164,13.5,153.8,152,-5,68.89613990333088
200,137.0207776,9134.718507,64648.87033,1,15.2,9,0.161276161,0.889765623,14.5509,70.13944,12.3,134.7,133,0,
92,21.64418334,1442.945556,4058.757505,2,0.2,9,0.237788726,0.889028814,22.52073,68.74861,5.0,337.4,511,-128,73.05601766093466
147,66.47854532,4431.903021,21847.59116,1,11.0,9,0.188116334,0.889524644,12.75345,74.51867,11.8,340.9,343,0,
67,9.97769946,665.179964,1270.360338,1,6.7,9,0.278642766,0.888563658,12.78382,67.92745,19.3,309.0,312,0,55.53106319724378
46,3.918878198,261.2585465,312.6971671,1,0.6,9,0.336284041,0.887797101,7.845603,62.83205,0.6,248.9,327,0,64.68866637273693
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,12.96578,71.83012,16.4,315.0,316,0,75.66595194535125
190,121.5569469,8103.79646,54019.55148,1,0.3,9,0.16546585,0.889729133,9.183918,75.37646,16.6,321.2,323,0,80.8155444783332
64,8.91247548,594.165032,1072.454364,1,0.1,9,0.285098667,0.888484696,10.65123,64.67189,12.7,289.5,291,0,75.66595194535125
66,9.614953251,640.9968834,1201.716611,1,0.4,9,0.28074576,0.888538111,9.055317,73.19461,16.6,130.0,129,0,69.9382275393228
35,1.965113063,131.0075375,111.0356943,1,0.2,9,0.385523762,0.887011995,20.55002,70.32999,13.4,114.0,112,0,66.75253631273942
180,107.108104,7140.540267,44680.16785,1,5.7,9,0.17,0.889689184,7.416477,77.51617,17.1,116.5,115,0,66.28358660422754
40,2.75652947,183.7686313,184.4697922,1,0.1,9,0.360624458,0.887426191,8.875134,73.11515,18.4,284.5,287,0,71.09357024266686
64,8.91247548,594.165032,1072.454364,1,2.2,9,0.285098667,0.888484696,13.15771,84.74379,13.7,16.4,15,0,62.17782886376506
69,10.72639402,715.0929347,1415.995646,1,0.1,9,0.27457477,0.888612605,14.25193,80.12027,0.0,278.6,511,-128,76.38149581220101
71,11.50626795,767.08453,1573.196688,1,1.4,9,0.270679895,0.888658897,13.39077,73.97467,10.6,342.0,344,0,65.17446316663711
278,293.5634699,19570.89799,202737.6074,1,0.1,9,0.136792654,0.889971077,20.932,66.0335,12.6,134.0,135,0,88.84901574775368
64,8.91247548,594.165032,1072.454364,1,0.4,9,0.285098667,0.888484696,8.391976,71.84621,18.9,289.0,291,0,69.64497669911952
186,115.6562355,7710.4157,50134.29093,1,0.3,9,0.167235588,0.889713598,11.00044,65.12044,14.9,103.3,103,0,80.63014497423376
192,124.5681608,8304.544053,56039.1936,1,0.1,9,0.164601792,0.889736691,7.837372,77.22883,16.6,298.0,301,7,85.67803270087632
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,8.373002,75.45921,15.4,152.4,152,0,68.86216464187709
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,7.529168,76.06534,15.9,294.1,294,0,59.50062418547834
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,8.376291,76.99159,0.1,193.0,511,-128,68.86216464187709
82,16.36518623,1091.012415,2668.472465,1,0.1,9,0.251871047,0.888874877,9.464167,75.386,12.5,329.0,332,5,78.0064692171494
180,107.108104,7140.540267,44680.16785,1,8.4,9,0.17,0.889689184,23.01081,70.22314,0.0,95.6,167,0,58.5899254680952
138,57.232391,3815.492733,17451.95696,1,0.1,9,0.194153682,0.889467991,17.52687,73.14124,0.1,104.2,45,127,82.76551095336558
77,14.03576414,935.7176093,2119.509615,1,4.5,9,0.259920068,0.888783952,13.4954,72.80338,14.1,155.0,154,0,60.30489269900074
75,13.16068149,877.378766,1924.415591,1,0.1,9,0.263362868,0.888744383,7.595077,76.46972,12.4,325.3,324,-1,77.16939474504203
